type	latitude	longitude	altitude (m)	name	objectid
T	38.585120380	-122.085451657	479.2		3962
T	38.585120380	-122.018078011	88.2		3963
T	38.585120380	-121.950704365	42.9		3964
T	38.585120380	-121.883330718	32.9		3965
T	38.585120380	-121.815957072	22.5		3966
T	38.585120380	-121.748583426	13.2		3967
T	38.585120380	-121.681209779	7.3		3968
T	38.585120380	-121.613836133	4.6		3969
T	38.585120380	-121.546462487	5.8		3970
T	38.585120380	-121.479088841	7.5		3971
T	38.585120380	-121.411715194	11.1		3972
T	38.585120380	-121.344341548	17.4		3973
T	38.585120380	-121.276967902	32.7		3974
T	38.585120380	-121.209594255	58.7		3975
T	38.585120380	-121.142220609	68.1		3976
T	38.585120380	-121.074846963	155.3		3977
T	38.585120380	-121.007473316	181.2		3978
T	38.585120380	-120.940099670	219.6		3979
T	38.585120380	-120.872726024	368.9		3980
T	38.585120380	-120.805352377	502.3		3981
T	38.585120380	-120.737978731	553.5		3982
T	38.585120380	-120.670605085	737.0		3983
T	38.585120380	-120.603231439	1002.6		3984
T	38.585120380	-120.535857792	1057.9		3985
T	38.585120380	-120.468484146	1302.8		3986
T	38.585120380	-120.401110500	1561.1		3987
T	38.585120380	-120.333736853	1618.6		3988
T	38.585120380	-120.266363207	2038.3		3989
T	38.585120380	-120.198989561	1963.3		3990
T	38.585120380	-120.131615914	2517.5		3991
T	38.585120380	-120.064242268	2456.2		3992
T	38.585120380	-119.996868622	1984.9		3993
T	38.585120380	-119.929494975	2526.0		3994
T	38.585120380	-119.862121329	2459.6		3995
T	38.585120380	-119.794747683	2318.4		3996
T	38.585120380	-119.727374037	2767.6		3997
T	38.585120380	-119.660000390	2052.1		3998
T	38.585120380	-119.592626744	2464.7		3999
T	38.585120380	-119.525253098	1701.8		4000
T	38.585120380	-119.457879451	1666.1		4001
T	38.532436274	-123.230803645	408.1		4002
T	38.532436274	-123.163429998	427.5		4003
T	38.532436274	-123.096056352	204.2		4004
T	38.532436274	-123.028682706	129.2		4005
T	38.532436274	-122.961309059	248.2		4006
T	38.532436274	-122.893935413	106.9		4007
T	38.532436274	-122.826561767	30.5		4008
T	38.532436274	-122.759188120	78.2		4009
T	38.532436274	-122.691814474	395.4		4010
T	38.532436274	-122.624440828	488.4		4011
T	38.532436274	-122.557067182	549.4		4012
T	38.532436274	-122.489693535	88.4		4013
T	38.532436274	-122.422319889	236.8		4014
T	38.532436274	-122.354946243	515.6		4015
T	38.532436274	-122.287572596	414.4		4016
T	38.532436274	-122.220198950	246.5		4017
T	38.532436274	-122.152825304	138.8		4018
T	38.532436274	-122.085451657	164.6		4019
T	38.532436274	-122.018078011	80.1		4020
T	38.532436274	-121.950704365	38.3		4021
T	38.532436274	-121.883330718	29.8		4022
T	38.532436274	-121.815957072	22.3		4023
T	38.532436274	-121.748583426	15.3		4024
T	38.532436274	-121.681209779	7.6		4025
T	38.532436274	-121.613836133	4.4		4026
T	38.532436274	-121.546462487	3.6		4027
T	38.532436274	-121.479088841	7.9		4028
T	38.532436274	-121.411715194	13.1		4029
T	38.532436274	-121.344341548	19.3		4030
T	38.532436274	-121.276967902	41.2		4031
T	38.532436274	-121.209594255	49.9		4032
T	38.532436274	-121.142220609	39.2		4033
T	38.532436274	-121.074846963	93.1		4034
T	38.532436274	-121.007473316	142.2		4035
T	38.532436274	-120.940099670	134.9		4036
T	38.532436274	-120.872726024	269.3		4037
T	38.532436274	-120.805352377	503.7		4038
T	38.532436274	-120.737978731	622.9		4039
T	38.532436274	-120.670605085	712.5		4040
T	38.532436274	-120.603231439	812.1		4041
T	38.532436274	-120.535857792	995.0		4042
T	38.532436274	-120.468484146	1324.7		4043
T	38.532436274	-120.401110500	1528.8		4044
T	38.532436274	-120.333736853	1715.7		4045
T	38.532436274	-120.266363207	1772.3		4046
T	38.532436274	-120.198989561	1926.5		4047
T	38.532436274	-120.131615914	2337.1		4048
T	38.532436274	-120.064242268	1901.3		4049
T	38.532436274	-119.996868622	2631.5		4050
T	38.532436274	-119.929494975	2277.2		4051
T	38.532436274	-119.862121329	2515.9		4052
T	38.532436274	-119.794747683	2910.2		4053
T	38.532436274	-119.727374037	2571.7		4054
T	38.532436274	-119.660000390	2114.9		4055
T	38.532436274	-119.592626744	2123.7		4056
T	38.532436274	-119.525253098	1768.3		4057
T	38.532436274	-119.457879451	1660.8		4058
T	38.532436274	-119.390505805	2545.6		4059
T	38.479713560	-123.163429998	185.3		4060
T	38.479713560	-123.096056352	312.1		4061
T	38.479713560	-123.028682706	112.6		4062
T	38.479713560	-122.961309059	127.7		4063
T	38.479713560	-122.893935413	66.8		4064
T	38.479713560	-122.826561767	20.5		4065
T	38.479713560	-122.759188120	42.8		4066
T	38.479713560	-122.691814474	219.7		4067
T	38.479713560	-122.624440828	384.5		4068
T	38.479713560	-122.557067182	396.3		4069
T	38.479713560	-122.489693535	239.0		4070
T	38.479713560	-122.422319889	50.4		4071
T	38.479713560	-122.354946243	160.8		4072
T	38.479713560	-122.287572596	307.8		4073
T	38.479713560	-122.220198950	379.9		4074
T	38.479713560	-122.152825304	184.3		4075
T	38.479713560	-122.085451657	421.2		4076
T	38.479713560	-122.018078011	141.6		4077
T	38.479713560	-121.950704365	37.5		4078
T	38.479713560	-121.883330718	28.6		4079
T	38.479713560	-121.815957072	21.6		4080
T	38.479713560	-121.748583426	13.1		4081
T	38.479713560	-121.681209779	8.8		4082
T	38.479713560	-121.613836133	3.4		4083
T	38.479713560	-121.546462487	1.7		4084
T	38.479713560	-121.479088841	5.6		4085
T	38.479713560	-121.411715194	9.6		4086
T	38.479713560	-121.344341548	17.3		4087
T	38.479713560	-121.276967902	30.4		4088
T	38.479713560	-121.209594255	28.5		4089
T	38.479713560	-121.142220609	35.5		4090
T	38.479713560	-121.074846963	57.6		4091
T	38.479713560	-121.007473316	130.7		4092
T	38.479713560	-120.940099670	177.1		4093
T	38.479713560	-120.872726024	312.7		4094
T	38.479713560	-120.805352377	397.5		4095
T	38.479713560	-120.737978731	539.6		4096
T	38.479713560	-120.670605085	679.0		4097
T	38.479713560	-120.603231439	926.2		4098
T	38.479713560	-120.535857792	977.4		4099
T	38.479713560	-120.468484146	1211.6		4100
T	38.479713560	-120.401110500	1276.7		4101
T	38.479713560	-120.333736853	1358.4		4102
T	38.479713560	-120.266363207	991.1		4103
T	38.479713560	-120.198989561	1964.4		4104
T	38.479713560	-120.131615914	1971.8		4105
T	38.479713560	-120.064242268	2411.3		4106
T	38.479713560	-119.996868622	2227.3		4107
T	38.479713560	-119.929494975	2467.0		4108
T	38.479713560	-119.862121329	2471.7		4109
T	38.479713560	-119.794747683	2741.1		4110
T	38.479713560	-119.727374037	2733.9		4111
T	38.479713560	-119.660000390	2874.7		4112
T	38.479713560	-119.592626744	2561.8		4113
T	38.479713560	-119.525253098	2279.7		4114
T	38.479713560	-119.457879451	1788.6		4115
T	38.479713560	-119.390505805	2545.8		4116
T	38.479713560	-119.323132159	2923.5		4117
T	38.479713560	-119.255758512	2366.6		4118
T	38.426952256	-123.096056352	122.1		4119
T	38.426952256	-123.028682706	250.1		4120
T	38.426952256	-122.961309059	127.6		4121
T	38.426952256	-122.893935413	48.4		4122
T	38.426952256	-122.826561767	18.1		4123
T	38.426952256	-122.759188120	31.4		4124
T	38.426952256	-122.691814474	71.9		4125
T	38.426952256	-122.624440828	278.2		4126
T	38.426952256	-122.557067182	136.2		4127
T	38.426952256	-122.489693535	519.7		4128
T	38.426952256	-122.422319889	115.7		4129
T	38.426952256	-122.354946243	37.1		4130
T	38.426952256	-122.287572596	488.2		4131
T	38.426952256	-122.220198950	310.2		4132
T	38.426952256	-122.152825304	312.2		4133
T	38.426952256	-122.085451657	516.5		4134
T	38.426952256	-122.018078011	154.6		4135
T	38.426952256	-121.950704365	37.1		4136
T	38.426952256	-121.883330718	23.4		4137
T	38.426952256	-121.815957072	16.1		4138
T	38.426952256	-121.748583426	12.6		4139
T	38.426952256	-121.681209779	5.4		4140
T	38.426952256	-121.613836133	2.5		4141
T	38.426952256	-121.546462487	1.0		4142
T	38.426952256	-121.479088841	5.0		4143
T	38.426952256	-121.411715194	10.0		4144
T	38.426952256	-121.344341548	17.9		4145
T	38.426952256	-121.276967902	19.7		4146
T	38.426952256	-121.209594255	31.4		4147
T	38.426952256	-121.142220609	59.1		4148
T	38.426952256	-121.074846963	51.5		4149
T	38.426952256	-121.007473316	74.4		4150
T	38.426952256	-120.940099670	202.6		4151
T	38.426952256	-120.872726024	181.5		4152
T	38.426952256	-120.805352377	322.1		4153
T	38.426952256	-120.737978731	556.6		4154
T	38.426952256	-120.670605085	702.6		4155
T	38.426952256	-120.603231439	849.2		4156
T	38.426952256	-120.535857792	864.0		4157
T	38.426952256	-120.468484146	1162.3		4158
T	38.426952256	-120.401110500	1215.8		4159
T	38.426952256	-120.333736853	1456.4		4160
T	38.426952256	-120.266363207	1721.0		4161
T	38.426952256	-120.198989561	1902.5		4162
T	38.426952256	-120.131615914	2198.4		4163
T	38.426952256	-120.064242268	2011.2		4164
T	38.426952256	-119.996868622	2098.1		4165
T	38.426952256	-119.929494975	2163.3		4166
T	38.426952256	-119.862121329	2472.5		4167
T	38.426952256	-119.794747683	2237.3		4168
T	38.426952256	-119.727374037	2531.0		4169
T	38.426952256	-119.660000390	2586.6		4170
T	38.426952256	-119.592626744	2903.8		4171
T	38.426952256	-119.525253098	2633.7		4172
T	38.426952256	-119.457879451	2118.7		4173
T	38.426952256	-119.390505805	2659.2		4174
T	38.426952256	-119.323132159	3146.1		4175
T	38.426952256	-119.255758512	3018.1		4176
T	38.426952256	-119.188384866	2021.2		4177
T	38.374152377	-123.028682706	132.5		4178
T	38.374152377	-122.961309059	191.6		4179
T	38.374152377	-122.893935413	103.6		4180
T	38.374152377	-122.826561767	87.7		4181
T	38.374152377	-122.759188120	26.7		4182
T	38.374152377	-122.691814474	32.4		4183
T	38.374152377	-122.624440828	187.8		4184
T	38.374152377	-122.557067182	178.1		4185
T	38.374152377	-122.489693535	319.9		4186
T	38.374152377	-122.422319889	419.7		4187
T	38.374152377	-122.354946243	53.7		4188
T	38.374152377	-122.287572596	73.7		4189
T	38.374152377	-122.220198950	419.0		4190
T	38.374152377	-122.152825304	152.2		4191
T	38.374152377	-122.085451657	654.1		4192
T	38.374152377	-122.018078011	74.8		4193
T	38.374152377	-121.950704365	29.9		4194
T	38.374152377	-121.883330718	18.5		4195
T	38.374152377	-121.815957072	11.6		4196
T	38.374152377	-121.748583426	6.7		4197
T	38.374152377	-121.681209779	4.3		4198
T	38.374152377	-121.613836133	1.2		4199
T	38.374152377	-121.546462487	2.6		4200
T	38.374152377	-121.479088841	4.2		4201
T	38.374152377	-121.411715194	8.7		4202
T	38.374152377	-121.344341548	15.4		4203
T	38.374152377	-121.276967902	18.6		4204
T	38.374152377	-121.209594255	28.5		4205
T	38.374152377	-121.142220609	56.5		4206
T	38.374152377	-121.074846963	63.5		4207
T	38.374152377	-121.007473316	116.3		4208
T	38.374152377	-120.940099670	110.6		4209
T	38.374152377	-120.872726024	262.1		4210
T	38.374152377	-120.805352377	461.7		4211
T	38.374152377	-120.737978731	461.2		4212
T	38.374152377	-120.670605085	637.9		4213
T	38.374152377	-120.603231439	319.8		4214
T	38.374152377	-120.535857792	772.2		4215
T	38.374152377	-120.468484146	887.7		4216
T	38.374152377	-120.401110500	1119.7		4217
T	38.374152377	-120.333736853	1612.1		4218
T	38.374152377	-120.266363207	1743.6		4219
T	38.374152377	-120.198989561	1970.1		4220
T	38.374152377	-120.131615914	2123.9		4221
T	38.374152377	-120.064242268	2110.0		4222
T	38.374152377	-119.996868622	2270.0		4223
T	38.374152377	-119.929494975	2085.4		4224
T	38.374152377	-119.862121329	1857.3		4225
T	38.374152377	-119.794747683	2603.6		4226
T	38.374152377	-119.727374037	2874.1		4227
T	38.374152377	-119.660000390	3160.6		4228
T	38.374152377	-119.592626744	3051.9		4229
T	38.374152377	-119.525253098	2432.6		4230
T	38.374152377	-119.457879451	2076.3		4231
T	38.374152377	-119.390505805	2596.0		4232
T	38.374152377	-119.323132159	2779.5		4233
T	38.374152377	-119.255758512	2669.7		4234
T	38.374152377	-119.188384866	1930.2		4235
T	38.374152377	-119.121011220	2292.1		4236
T	38.321313942	-123.028682706	49.9		4237
T	38.321313942	-122.961309059	9.0		4238
T	38.321313942	-122.893935413	9.9		4239
T	38.321313942	-122.826561767	61.1		4240
T	38.321313942	-122.759188120	64.7		4241
T	38.321313942	-122.691814474	34.5		4242
T	38.321313942	-122.624440828	182.0		4243
T	38.321313942	-122.557067182	567.8		4244
T	38.321313942	-122.489693535	39.5		4245
T	38.321313942	-122.422319889	351.1		4246
T	38.321313942	-122.354946243	123.7		4247
T	38.321313942	-122.287572596	14.1		4248
T	38.321313942	-122.220198950	258.7		4249
T	38.321313942	-122.152825304	219.3		4250
T	38.321313942	-122.085451657	102.4		4251
T	38.321313942	-122.018078011	70.3		4252
T	38.321313942	-121.950704365	30.7		4253
T	38.321313942	-121.883330718	15.9		4254
T	38.321313942	-121.815957072	7.2		4255
T	38.321313942	-121.748583426	3.8		4256
